Number,Read,Write,RWRatio
10076774,2353,1623,59:41
10076775,1941,1316,59:41
10076776,2384,1301,64:36
10076777,2676,1586,62:38
10076778,2268,1520,59:41
10076779,2342,1583,59:41
10076780,2670,1751,60:40
10076781,2381,1472,61:39
10076782,2441,1933,55:45
10076783,2357,1450,61:39
10076784,2456,1874,56:44
10076785,2660,1692,61:39
10076786,2277,1692,57:43
10076787,2428,1729,58:42
10076788,1902,965,66:34
10076789,2148,1511,58:42
10076790,2934,1521,65:35
10076791,2460,1508,61:39
10076792,2163,1424,60:40
10076793,2883,1748,62:38
10076794,2698,1437,65:35
10076795,2628,1774,59:41
10076796,2574,1771,59:41
10076797,1927,1311,59:41
10076798,3083,1631,65:35
10076799,2278,1641,58:42
10076800,2547,1888,57:43
10076801,3288,1676,66:34
10076802,2139,1449,59:41
10076803,2011,1078,65:35
10076804,2597,1457,64:36
10076805,2097,1572,57:43
10076806,1409,1004,58:42
10076807,2459,1764,58:42
10076808,1815,1043,63:37
10076809,2608,1661,61:39
10076810,1985,1562,55:45
10076811,1946,1619,54:46
10076812,2353,1405,62:38
10076813,2497,1338,65:35
10076814,0,0,0
10076815,2242,1653,57:43
10076816,2644,1809,59:41
10076817,2740,1208,69:31
10076818,2086,1285,61:39
10076819,1835,1166,61:39
10076820,0,0,0
10076821,2967,1730,63:37
10076822,2563,1713,59:41
10076823,2674,1836,59:41
10076824,1395,1032,57:43
10076825,2948,1781,62:38
10076826,901,766,54:46
10076827,2749,1806,60:40
10076828,2146,1329,61:39
10076829,2091,1579,56:44
10076830,1872,1056,63:37
10076831,2723,1752,60:40
10076832,2450,1651,59:41
10076833,2615,1889,58:42
10076834,2789,1156,70:30
10076835,2807,1967,58:42
10076836,2482,1703,59:41
10076837,2732,1827,59:41
10076838,1980,1172,62:38
10076839,2038,1156,63:37
10076840,2550,1649,60:40
10076841,2040,1096,65:35
10076842,2036,902,69:31
10076843,2474,1792,57:43
10076844,2519,1684,59:41
10076845,1872,1105,62:38
10076846,2402,1780,57:43
10076847,2448,1826,57:43
10076848,2249,1144,66:34
10076849,2332,1352,63:37
10076850,2104,1248,62:38
10076851,2632,1558,62:38
10076852,2562,1548,62:38
10076853,2849,2133,57:43
10076854,2607,2053,55:45
10076855,2834,1937,59:41
10076856,3025,1710,63:37
10076857,2046,998,67:33
10076858,2277,1269,64:36
10076859,2208,1123,66:34
10076860,1383,1035,57:43
10076861,2378,1635,59:41
10076862,2213,1371,61:39
10076863,2224,1517,59:41
10076864,2302,1344,63:37
10076865,2412,1804,57:43
10076866,2340,1379,62:38
10076867,2419,1979,55:45
10076868,2140,1136,65:35
10076869,2583,1648,61:39
10076870,2677,1809,59:41
10076871,2584,1604,61:39
10076872,2422,1569,60:40
10076873,2450,1817,57:43
10076874,2433,1752,58:42
10076875,2264,1302,63:37
10076876,2502,1483,62:38
10076877,1913,1068,64:36
10076878,2794,1782,61:39
10076879,2337,1355,63:37
10076880,123,105,53:47
10076881,2268,1416,61:39
10076882,2239,1699,56:44
10076883,2068,1501,57:43
10076884,2321,1449,61:39
10076885,2115,1244,62:38
10076886,1787,1160,60:40
10076887,2041,1322,60:40
10076888,2713,1867,59:41
10076889,2674,1773,60:40
10076890,2977,1842,61:39
10076891,2723,1778,60:40
10076892,2726,1984,57:43
10076893,2618,1573,62:38
10076894,2258,1475,60:40
10076895,2388,1628,59:41
10076896,2307,1804,56:44
10076897,2764,1443,65:35
10076898,2171,1432,60:40
10076899,2104,1300,61:39
10076900,2256,1798,55:45
10076901,2357,1365,63:37
10076902,2501,1691,59:41
10076903,2157,1613,57:43
10076904,1307,1121,53:47
10076905,2635,1630,61:39
10076906,2258,1671,57:43
10076907,2102,1251,62:38
10076908,2738,1362,66:34
10076909,2766,1910,59:41
10076910,2165,1730,55:45
10076911,2552,1692,60:40
10076912,2341,1720,57:43
10076913,142,118,54:46
10076914,2350,1549,60:40
10076915,2439,1780,57:43
10076916,2529,1907,57:43
10076917,2353,1652,58:42
10076918,0,0,0
10076919,2327,1307,64:36
10076920,2492,1780,58:42
10076921,2263,1516,59:41
10076922,2536,1576,61:39
10076923,2241,1570,58:42
10076924,2407,1920,55:45
10076925,2459,1770,58:42
10076926,2424,1639,59:41
10076927,2130,1664,56:44
10076928,2244,1565,58:42
10076929,2259,1395,61:39
10076930,2246,1580,58:42
10076931,1205,832,59:41
10076932,2516,1498,62:38
10076933,2935,2101,58:42
10076934,2218,1442,60:40
10076935,2658,1671,61:39
10076936,2759,1674,62:38
10076937,2488,1879,56:44
10076938,2274,1544,59:41
10076939,2263,1737,56:44
10076940,2424,1851,56:44
10076941,2607,1875,58:42
10076942,2901,1880,60:40
10076943,2575,1629,61:39
10076944,2372,1756,57:43
10076945,2772,2119,56:44
10076946,2715,1905,58:42
10076947,2237,1481,60:40
10076948,2873,2012,58:42
10076949,2398,1451,62:38
10076950,2221,1269,63:37
10076951,0,0,0
10076952,1987,1150,63:37
10076953,2534,1778,58:42
10076954,2093,953,68:32
10076955,2388,1661,58:42
10076956,2244,1487,60:40
10076957,2072,1571,56:44
10076958,2502,1889,56:44
10076959,2638,1434,64:36
10076960,2512,1101,69:31
10076961,2108,1278,62:38
10076962,2383,1326,64:36
10076963,1321,1080,55:45
10076964,1574,541,74:26
10076965,2073,1228,62:38
10076966,1873,1235,60:40
10076967,1390,1024,57:43
10076968,2031,1084,65:35
10076969,2361,1791,56:44
10076970,892,764,53:47
10076971,2343,1438,61:39
10076972,2085,1094,65:35
10076973,1553,1067,59:41
10076974,2605,2102,55:45
10076975,2724,1684,61:39
10076976,2751,2147,56:44
10076977,3351,1851,64:36
10076978,0,0,0
10076979,2659,2064,56:44
10076980,2574,2104,55:45
10076981,2924,1874,60:40
10076982,2188,1634,57:43
10076983,2708,1912,58:42
10076984,1911,1306,59:41
10076985,1346,1015,57:43
10076986,2037,988,67:33
10076987,1654,1219,57:43
10076988,2429,1685,59:41
10076989,2917,2094,58:42
10076990,1788,1629,52:48
10076991,2067,1678,55:45
10076992,2044,1514,57:43
10076993,1736,1322,56:44
10076994,1981,1521,56:44
10076995,2473,1792,57:43
10076996,2057,1510,57:43
10076997,2275,1574,59:41
10076998,2691,1896,58:42
10076999,2212,1578,58:42
10077000,2947,1703,63:37
10077001,3088,1834,62:38
10077002,1347,1119,54:46
10077003,2343,1713,57:43
10077004,2336,1761,57:43
10077005,2270,1762,56:44
10077006,2526,1884,57:43
10077007,3268,2188,59:41
10077008,2282,1614,58:42
10077009,2618,1826,58:42
10077010,2813,1622,63:37
10077011,2608,1562,62:38
10077012,2277,1224,65:35
10077013,1034,545,65:35
10077014,2228,1588,58:42
10077015,1972,1152,63:37
10077016,1962,1034,65:35
10077017,2324,947,71:29
10077018,2371,1703,58:42
10077019,2514,1302,65:35
10077020,2496,1474,62:38
10077021,2338,1036,69:31
10077022,1173,780,60:40
10077023,1783,1072,62:38
10077024,2407,1828,56:44
10077025,2191,1680,56:44
10077026,2454,1654,59:41
10077027,1641,1202,57:43
10077028,0,0,0
10077029,1916,1149,62:38
10077030,2553,1837,58:42
10077031,2345,1383,62:38
10077032,2306,1607,58:42
10077033,2645,1963,57:43
10077034,2696,1916,58:42
10077035,3026,1572,65:35
10077036,2579,1941,57:43
10077037,1989,1092,64:36
10077038,2262,1562,59:41
10077039,2620,1965,57:43
10077040,3129,1932,61:39
10077041,2330,1634,58:42
10077042,2553,1732,59:41
10077043,2774,1817,60:40
10077044,2964,2010,59:41
10077045,0,0,0
10077046,2647,1893,58:42
10077047,2172,1662,56:44
10077048,1801,1272,58:42
10077049,1382,987,58:42
10077050,2162,1521,58:42
10077051,0,0,0
10077052,2360,1351,63:37
10077053,2349,1487,61:39
10077054,2480,1600,60:40
10077055,2482,1755,58:42
10077056,2670,1654,61:39
10077057,2244,1624,58:42
10077058,2272,1474,60:40
10077059,2159,1437,60:40
10077060,0,0,0
10077061,2497,1570,61:39
10077062,2635,1487,63:37
10077063,2817,1651,63:37
10077064,2368,1216,66:34
10077065,2987,1685,63:37
10077066,2251,1506,59:41
10077067,1942,1047,64:36
10077068,2486,1206,67:33
10077069,1968,1448,57:43
10077070,2122,1395,60:40
10077071,2597,1456,64:36
10077072,2768,1411,66:34
10077073,2505,1573,61:39
10077074,2364,1856,56:44
10077075,2257,1339,62:38
10077076,2246,1265,63:37
10077077,2433,1665,59:41
10077078,2632,1833,58:42
10077079,3100,1604,65:35
10077080,2420,1119,68:32
10077081,0,0,0
10077082,2331,1425,62:38
10077083,2426,1885,56:44
10077084,2326,1594,59:41
10077085,2664,2107,55:45
10077086,0,0,0
10077087,2805,1752,61:39
10077088,2954,1658,64:36
10077089,2822,1770,61:39
10077090,2128,1182,64:36
10077091,2199,1697,56:44
10077092,2543,1572,61:39
10077093,2337,1070,68:32
10077094,2336,1776,56:44
10077095,2005,968,67:33
10077096,2213,1258,63:37
10077097,2529,1890,57:43
10077098,2035,1045,66:34
10077099,2017,1630,55:45
10077100,1405,1079,56:44
10077101,2530,1673,60:40
10077102,3639,2143,62:38
10077103,2988,1880,61:39
10077104,2392,1388,63:37
10077105,2512,1805,58:42
10077106,2239,1116,66:34
10077107,2404,1883,56:44
10077108,2536,1891,57:43
10077109,2695,1565,63:37
10077110,0,0,0
10077111,2400,1405,63:37
10077112,2630,1656,61:39
10077113,2613,1413,64:36
10077114,2127,1458,59:41
10077115,2028,997,67:33
10077116,1934,1382,58:42
10077117,2676,1209,68:32
10077118,2200,1370,61:39
10077119,2305,1456,61:39
10077120,2727,1365,66:34
10077121,2748,1975,58:42
10077122,2426,1866,56:44
10077123,3510,1860,65:35
10077124,2318,1562,59:41
10077125,2093,1448,59:41
10077126,1976,1559,55:45
10077127,2844,1735,62:38
10077128,41,37,52:48
10077129,2657,1820,59:41
10077130,2596,1690,60:40
10077131,2632,1952,57:43
10077132,2351,1357,63:37
10077133,2058,968,68:32
10077134,2116,1169,64:36
10077135,2604,1655,61:39
10077136,2981,1856,61:39
10077137,2471,1664,59:41
10077138,2449,1749,58:42
10077139,2403,1603,59:41
10077140,0,0,0
10077141,2377,1487,61:39
10077142,2213,1738,56:44
10077143,2698,1783,60:40
10077144,2521,1535,62:38
10077145,2650,1707,60:40
10077146,2343,1524,60:40
10077147,2706,1920,58:42
10077148,2183,1319,62:38
10077149,2167,1716,55:45
10077150,3884,1770,68:32
10077151,2486,1777,58:42
10077152,1985,1118,63:37
10077153,2595,1757,59:41
10077154,2480,1778,58:42
10077155,2460,1965,55:45
10077156,2714,1513,64:36
10077157,2662,1838,59:41
10077158,2176,1345,61:39
10077159,2182,1222,64:36
10077160,2457,1331,64:36
10077161,2469,1809,57:43
10077162,1364,1004,57:43
10077163,2360,1715,57:43
10077164,2559,1512,62:38
10077165,2514,1909,56:44
10077166,0,0,0
10077167,2391,1398,63:37
10077168,2450,1016,70:30
10077169,1932,699,73:27
10077170,2228,1073,67:33
10077171,2323,1445,61:39
10077172,2249,1166,65:35
10077173,3046,1838,62:38
10077174,2571,1727,59:41
10077175,1429,873,62:38
10077176,2817,2068,57:43
10077177,2590,1487,63:37
10077178,1850,959,65:35
10077179,2088,1606,56:44
10077180,2258,1470,60:40
10077181,2714,1362,66:34
10077182,1785,1283,58:42
10077183,2823,1745,61:39
10077184,2809,1879,59:41
10077185,2784,1804,60:40
10077186,2536,1540,62:38
10077187,2050,1366,60:40
10077188,2711,1959,58:42
10077189,2638,1468,64:36
10077190,3303,1941,62:38
10077191,1431,1054,57:43
10077192,0,0,0
10077193,3086,1664,64:36
10077194,2183,1492,59:41
10077195,2436,1359,64:36
10077196,2757,1280,68:32
10077197,2787,1528,64:36
10077198,3570,1781,66:34
10077199,2704,1388,66:34
10077200,2967,1285,69:31
10077201,0,0,0
10077202,2158,1264,63:37
10077203,2620,1726,60:40
10077204,2594,1753,59:41
10077205,2759,1830,60:40
10077206,2726,1976,57:43
10077207,2266,1252,64:36
10077208,2252,1411,61:39
10077209,2082,1280,61:39
10077210,2502,1488,62:38
10077211,2325,1355,63:37
10077212,549,421,56:44
10077213,2285,1756,56:44
10077214,2151,1665,56:44
10077215,2448,1588,60:40
10077216,2459,1315,65:35
10077217,2409,1100,68:32
10077218,2599,1588,62:38
10077219,2138,1584,57:43
10077220,2163,1254,63:37
10077221,418,301,58:42
10077222,2000,1267,61:39
10077223,2669,1542,63:37
10077224,1578,1090,59:41
10077225,2732,1759,60:40
10077226,2219,1434,60:40
10077227,0,0,0
10077228,2157,1456,59:41
10077229,2653,1379,65:35
10077230,2216,1230,64:36
10077231,3373,1980,63:37
10077232,2104,1254,62:38
10077233,0,0,0
10077234,1441,1039,58:42
10077235,2294,1647,58:42
10077236,2812,1395,66:34
10077237,2723,1840,59:41
10077238,2056,871,70:30
10077239,2466,1344,64:36
10077240,2493,1855,57:43
10077241,2335,1485,61:39
10077242,2639,1474,64:36
10077243,2964,1347,68:32
10077244,2845,1623,63:37
10077245,0,0,0
10077246,2292,1578,59:41
10077247,2284,1143,66:34
10077248,2238,1381,61:39
10077249,2313,1297,64:36
10077250,1955,1162,62:38
10077251,2368,1291,64:36
10077252,2973,1203,71:29
10077253,1959,1381,58:42
10077254,2731,1164,70:30
10077255,2067,1322,60:40
10077256,2140,1511,58:42
10077257,2412,1546,60:40
10077258,2600,1555,62:38
10077259,2879,1576,64:36
10077260,2467,1537,61:39
10077261,3004,1904,61:39
10077262,2745,1751,61:39
10077263,1404,1031,57:43
10077264,1752,1191,59:41
10077265,2861,1641,63:37
10077266,2989,2019,59:41
10077267,0,0,0
10077268,2224,1435,60:40
10077269,2079,1238,62:38
10077270,2399,1715,58:42
10077271,2851,1821,61:39
10077272,3874,1795,68:32
10077273,0,0,0
10077274,2314,1471,61:39
10077275,2988,1841,61:39
10077276,2455,1543,61:39
10077277,2689,1920,58:42
10077278,3133,1765,63:37
10077279,2782,1461,65:35
10077280,2454,1450,62:38
10077281,2626,1544,62:38
10077282,1343,975,57:43
10077283,2416,1556,60:40
10077284,3196,1697,65:35
10077285,2556,1434,64:36
10077286,2565,1624,61:39
10077287,2337,1167,66:34
10077288,1932,1461,56:44
10077289,0,0,0
10077290,3037,1414,68:32
10077291,2764,1508,64:36
10077292,2434,1425,63:37
10077293,2238,1332,62:38
10077294,2183,1602,57:43
10077295,2911,1162,71:29
10077296,2511,1505,62:38
10077297,2084,1199,63:37
10077298,2411,1311,64:36
10077299,2225,1201,64:36
10077300,2766,1713,61:39
10077301,3021,1734,63:37
10077302,2157,1247,63:37
10077303,2718,1744,60:40
10077304,2438,1395,63:37
10077305,2252,1243,64:36
10077306,2853,1857,60:40
10077307,2547,1160,68:32
10077308,2901,1918,60:40
10077309,2152,1501,58:42
10077310,2323,1195,66:34
10077311,1934,1265,60:40
10077312,2507,1355,64:36
10077313,3371,1915,63:37
10077314,2322,1376,62:38
10077315,2737,1636,62:38
10077316,2691,1511,64:36
10077317,2806,1715,62:38
10077318,3015,1330,69:31
10077319,2043,1431,58:42
10077320,2342,1476,61:39
10077321,1915,1250,60:40
10077322,2106,1188,63:37
10077323,2394,1567,60:40
10077324,2381,1787,57:43
10077325,2814,1709,62:38
10077326,2561,1695,60:40
10077327,2336,1628,58:42
10077328,0,0,0
10077329,2655,1960,57:43
10077330,2121,1439,59:41
10077331,1337,957,58:42
10077332,2750,1340,67:33
10077333,3041,1796,62:38
10077334,2914,1635,64:36
10077335,2313,1165,66:34
10077336,2587,1171,68:32
10077337,2435,1572,60:40
10077338,0,0,0
10077339,2695,1697,61:39
10077340,2640,1905,58:42
10077341,2298,1750,56:44
10077342,2740,1898,59:41
10077343,2836,1869,60:40
10077344,2735,1653,62:38
10077345,0,0,0
10077346,1871,1332,58:42
10077347,3181,2059,60:40
10077348,3690,1768,67:33
10077349,2575,1777,59:41
10077350,1650,1588,50:50
10077351,3014,1627,64:36
10077352,3214,1876,63:37
10077353,3119,1583,66:34
10077354,2852,1630,63:37
10077355,1370,1019,57:43
10077356,2924,1384,67:33
10077357,2743,1764,60:40
10077358,2325,1263,64:36
10077359,2915,1803,61:39
10077360,2347,1365,63:37
10077361,2948,1680,63:37
10077362,2198,1354,61:39
10077363,2710,1492,64:36
10077364,2273,1630,58:42
10077365,1983,1172,62:38
10077366,2618,1966,57:43
10077367,2480,1448,63:37
10077368,0,0,0
10077369,0,0,0
10077370,2370,1527,60:40
10077371,2093,963,68:32
10077372,2870,1810,61:39
10077373,2703,1704,61:39
10077374,0,0,0
10077375,2606,1919,57:43
10077376,2129,1140,65:35
10077377,2183,1171,65:35
10077378,2654,1573,62:38
10077379,2384,1501,61:39
10077380,2052,1326,60:40
10077381,2588,1662,60:40
10077382,3168,1766,64:36
10077383,0,0,0
10077384,2846,1215,70:30
10077385,2565,1742,59:41
10077386,2615,1465,64:36
10077387,3132,1423,68:32
10077388,0,0,0
10077389,2642,1581,62:38
10077390,3124,1711,64:36
10077391,1376,1004,57:43
10077392,2945,1836,61:39
10077393,2995,1853,61:39
10077394,1893,1189,61:39
10077395,0,0,0
10077396,2756,1760,61:39
10077397,1973,1255,61:39
10077398,2725,1432,65:35
10077399,2658,1828,59:41
10077400,2285,1177,66:34
10077401,2869,1808,61:39
10077402,2563,1905,57:43
10077403,3328,1853,64:36
10077404,2620,1673,61:39
10077405,2470,1535,61:39
10077406,2252,1519,59:41
10077407,2213,1158,65:35
10077408,2503,1615,60:40
10077409,3139,1668,65:35
10077410,2074,1463,58:42
10077411,2742,1820,60:40
10077412,4101,1621,71:29
10077413,2856,1691,62:38
10077414,1808,1490,54:46
10077415,0,0,0
10077416,2449,1597,60:40
10077417,2436,1786,57:43
10077418,2227,1453,60:40
10077419,2104,1195,63:37
10077420,2262,1604,58:42
10077421,2930,1918,60:40
10077422,1354,996,57:43
10077423,3825,1775,68:32
10077424,1974,931,67:33
10077425,2620,1219,68:32
10077426,2739,1694,61:39
10077427,3162,1911,62:38
10077428,2609,1715,60:40
10077429,3810,1967,65:35
10077430,2268,1685,57:43
10077431,3272,1740,65:35
10077432,2990,1726,63:37
10077433,2528,1456,63:37
10077434,2722,1804,60:40
10077435,2475,1493,62:38
10077436,3341,1853,64:36
10077437,2626,1877,58:42
10077438,2861,1868,60:40
10077439,3003,1963,60:40
10077440,0,0,0
10077441,3303,2117,60:40
10077442,1896,1348,58:42
10077443,3519,1764,66:34
10077444,3636,1741,67:33
10077445,2823,2052,57:43
10077446,1417,1064,57:43
10077447,2968,1488,66:34
10077448,1758,1318,57:43
10077449,2445,1370,64:36
10077450,3122,1774,63:37
10077451,2934,1978,59:41
10077452,3371,2103,61:39
10077453,3517,1700,67:33
10077454,2534,1580,61:39
10077455,3126,1908,62:38
10077456,2990,1946,60:40
10077457,2922,1719,62:38
10077458,2862,1822,61:39
10077459,3025,1893,61:39
10077460,2220,1699,56:44
10077461,2591,1708,60:40
10077462,2438,1695,58:42
10077463,3794,1770,68:32
10077464,2721,1553,63:37
10077465,2699,1466,64:36
10077466,2226,1329,62:38
10077467,0,0,0
10077468,3088,1778,63:37
10077469,3061,1902,61:39
10077470,3226,1764,64:36
10077471,2820,2018,58:42
10077472,3460,2150,61:39
10077473,3202,2153,59:41
10077474,2735,1796,60:40
10077475,0,0,0
10077476,2590,1760,59:41
10077477,2861,1417,66:34
10077478,2707,1752,60:40
10077479,2500,1646,60:40
10077480,2675,1440,65:35
10077481,2814,1672,62:38
10077482,2694,1742,60:40
10077483,2230,1589,58:42
10077484,2644,1828,59:41
10077485,2737,1941,58:42
10077486,0,0,0
10077487,3005,1718,63:37
10077488,3575,1532,70:30
10077489,2354,1749,57:43
10077490,3560,1896,65:35
10077491,2797,1642,63:37
10077492,2202,1361,61:39
10077493,2327,1393,62:38
10077494,2718,1581,63:37
10077495,2709,1709,61:39
10077496,2666,1415,65:35
10077497,2244,1713,56:44
10077498,2893,1957,59:41
10077499,3389,1844,64:36
10077500,3443,1764,66:34
10077501,3108,2112,59:41
10077502,2790,1660,62:38
10077503,2717,1907,58:42
10077504,1829,1240,59:41
10077505,2524,1237,67:33
10077506,3172,2005,61:39
10077507,2765,1853,59:41
10077508,2602,1988,56:44
10077509,2734,1669,62:38
10077510,2946,1585,65:35
10077511,2850,1838,60:40
10077512,2927,1634,64:36
10077513,0,0,0
10077514,0,0,0
10077515,2100,1615,56:44
10077516,2752,1814,60:40
10077517,3293,1708,65:35
10077518,1942,1388,58:42
10077519,3305,1832,64:36
10077520,3374,1850,64:36
10077521,3013,1647,64:36
10077522,2812,1934,59:41
10077523,3426,1756,66:34
10077524,2862,1860,60:40
10077525,2821,1731,61:39
10077526,0,0,0
10077527,3224,1798,64:36
10077528,3098,1776,63:37
10077529,3300,1759,65:35
10077530,2288,1639,58:42
10077531,1958,1033,65:35
10077532,2917,1656,63:37
10077533,2707,2033,57:43
10077534,3364,1795,65:35
10077535,1527,1118,57:43
10077536,2310,1231,65:35
10077537,2445,1767,58:42
10077538,2715,1627,62:38
10077539,3076,1885,62:38
10077540,3015,2041,59:41
10077541,3155,1921,62:38
10077542,3049,1905,61:39
10077543,3648,1907,65:35
10077544,0,0,0
10077545,2898,1678,63:37
10077546,3114,1962,61:39
10077547,2528,1729,59:41
10077548,2552,1836,58:42
10077549,2422,1831,56:44
10077550,2605,1546,62:38
10077551,3588,2008,64:36
10077552,2974,1729,63:37
10077553,3080,1962,61:39
10077554,2395,1824,56:44
10077555,2723,1676,61:39
10077556,1892,1090,63:37
10077557,2947,1937,60:40
10077558,2928,1674,63:37
10077559,3334,1854,64:36
10077560,2653,1847,58:42
10077561,3123,1523,67:33
10077562,0,0,0
10077563,2979,1573,65:35
10077564,2542,1765,59:41
10077565,3263,1487,68:32
10077566,2343,1348,63:37
10077567,0,0,0
10077568,2771,1930,58:42
10077569,2881,1827,61:39
10077570,2701,1738,60:40
10077571,2929,1755,62:38
10077572,0,0,0
10077573,3407,1609,67:33
10077574,2883,1923,59:41
10077575,2928,1971,59:41
10077576,2496,1663,60:40
10077577,2451,1748,58:42
10077578,2902,1660,63:37
10077579,2300,1590,59:41
10077580,3003,1878,61:39
10077581,2336,1436,61:39
10077582,3136,1717,64:36
10077583,2811,1533,64:36
10077584,3341,1882,63:37
10077585,2322,1378,62:38
10077586,2849,1887,60:40
10077587,1432,1207,54:46
10077588,0,0,0
10077589,3122,1618,65:35
10077590,1998,1120,64:36
10077591,3212,1750,64:36
10077592,3006,1750,63:37
10077593,2070,1579,56:44
10077594,0,0,0
10077595,2538,1684,60:40
10077596,3112,1938,61:39
10077597,2696,1869,59:41
10077598,2844,1912,59:41
10077599,2783,1464,65:35
10077600,3270,1878,63:37
10077601,2955,1790,62:38
10077602,2883,1723,62:38
10077603,2169,1557,58:42
10077604,2029,1300,60:40
10077605,2629,1645,61:39
10077606,1763,821,68:32
10077607,2358,1752,57:43
10077608,3464,1647,67:33
10077609,3038,1871,61:39
10077610,1964,1691,53:47
10077611,2700,1693,61:39
10077612,2935,1615,64:36
10077613,2267,1400,61:39
10077614,1266,955,57:43
10077615,2723,1859,59:41
10077616,3643,1804,66:34
10077617,2307,1754,56:44
10077618,2566,1586,61:39
10077619,1951,999,66:34
10077620,2734,1718,61:39
10077621,2727,1758,60:40
10077622,1599,692,69:31
10077623,1929,1119,63:37
10077624,2193,1469,59:41
10077625,3055,1717,64:36
10077626,2270,1749,56:44
10077627,2936,1803,61:39
10077628,910,699,56:44
10077629,2385,1592,59:41
10077630,2448,1746,58:42
10077631,3374,1932,63:37
10077632,3295,1763,65:35
10077633,2806,1934,59:41
10077634,3197,1947,62:38
10077635,3236,1631,66:34
10077636,3304,1754,65:35
10077637,3599,1829,66:34
10077638,3048,1803,62:38
10077639,1822,1676,52:48
10077640,2327,1706,57:43
10077641,2257,1634,58:42
10077642,2875,1918,59:41
10077643,2659,1840,59:41
10077644,3402,1726,66:34
10077645,2293,1655,58:42
10077646,2280,1564,59:41
10077647,0,0,0
10077648,2862,1741,62:38
10077649,2812,1972,58:42
10077650,2773,1941,58:42
10077651,2303,2157,51:49
10077652,976,452,68:32
10077653,2842,1979,58:42
10077654,2791,1598,63:37
10077655,2636,1999,56:44
10077656,3623,1936,65:35
10077657,2766,1822,60:40
10077658,3181,1752,64:36
10077659,2067,1777,53:47
10077660,2777,1655,62:38
10077661,2201,1237,64:36
10077662,2714,1876,59:41
10077663,2969,2057,59:41
10077664,2141,1671,56:44
10077665,2971,1930,60:40
10077666,3652,1783,67:33
10077667,3031,1886,61:39
10077668,2552,1828,58:42
10077669,2865,2005,58:42
10077670,2291,1799,56:44
10077671,3017,1856,61:39
10077672,2731,1734,61:39
10077673,1391,1051,56:44
10077674,2519,1707,59:41
10077675,2172,1473,59:41
10077676,0,0,0
10077677,2994,1974,60:40
10077678,3248,1720,65:35
10077679,2671,1755,60:40
10077680,2932,2053,58:42
10077681,3098,1601,65:35
10077682,2772,2038,57:43
10077683,3289,1999,62:38
10077684,2328,1741,57:43
10077685,1477,926,61:39
10077686,2649,1705,60:40
10077687,2423,1382,63:37
10077688,2367,1693,58:42
10077689,2485,1785,58:42
10077690,2665,1668,61:39
10077691,1917,1668,53:47
10077692,2081,1580,56:44
10077693,2906,1663,63:37
10077694,3066,1954,61:39
10077695,2562,1918,57:43
10077696,2443,1715,58:42
10077697,2677,1878,58:42
10077698,2705,1832,59:41
10077699,3112,1928,61:39
10077700,3268,1762,64:36
10077701,2834,1853,60:40
10077702,2804,1809,60:40
10077703,2489,1443,63:37
10077704,3150,1671,65:35
10077705,3367,1719,66:34
10077706,1795,1087,62:38
10077707,2384,1389,63:37
10077708,3076,1822,62:38
10077709,2626,1734,60:40
10077710,2978,1782,62:38
10077711,3001,1851,61:39
10077712,2889,1933,59:41
10077713,2356,1837,56:44
10077714,2087,997,67:33
10077715,1471,877,62:38
10077716,2013,1167,63:37
10077717,0,0,0
10077718,2419,1709,58:42
10077719,1983,999,66:34
10077720,2047,1362,60:40
10077721,2952,1766,62:38
10077722,1724,763,69:31
10077723,2261,1553,59:41
10077724,1942,1149,62:38
10077725,2748,1760,60:40
10077726,3302,1682,66:34
10077727,2769,1736,61:39
10077728,2232,1379,61:39
10077729,0,0,0
10077730,2511,1902,56:44
10077731,2823,1842,60:40
10077732,956,636,60:40
10077733,2831,1653,63:37
10077734,2340,1622,59:41
10077735,2808,1622,63:37
10077736,2541,1796,58:42
10077737,1876,1206,60:40
10077738,3226,1944,62:38
10077739,2450,1488,62:38
10077740,2766,1571,63:37
10077741,2292,1226,65:35
10077742,2089,1398,59:41
10077743,2248,1218,64:36
10077744,2220,1363,61:39
10077745,0,0,0
10077746,2942,1880,61:39
10077747,2009,1368,59:41
10077748,2305,1645,58:42
10077749,1847,1212,60:40
10077750,2972,1921,60:40
10077751,3692,1273,74:26
10077752,2912,1998,59:41
10077753,2321,1604,59:41
10077754,3243,1916,62:38
10077755,3078,1634,65:35
10077756,1905,1197,61:39
10077757,2265,1580,58:42
10077758,3165,1601,66:34
10077759,3066,1618,65:35
10077760,2484,1803,57:43
10077761,2396,1675,58:42
10077762,2385,1819,56:44
10077763,2410,1413,63:37
10077764,1063,841,55:45
10077765,3393,1618,67:33
10077766,2029,1470,57:43
10077767,1508,1595,48:52
10077768,3162,1866,62:38
10077769,3604,2032,63:37
10077770,2570,1789,58:42
10077771,2729,1571,63:37
10077772,2308,1608,58:42
10077773,2261,1568,59:41
10077774,1549,1061,59:41
10077775,2653,1902,58:42
10077776,0,0,0
10077777,2966,1762,62:38
10077778,2426,1574,60:40
10077779,3143,1664,65:35
10077780,2817,1883,59:41
10077781,2401,1820,56:44
10077782,2979,1823,62:38
10077783,2057,1532,57:43
10077784,2243,1633,57:43
10077785,1822,1263,59:41
10077786,156,107,59:41
10077787,2173,1463,59:41
10077788,2397,1742,57:43
10077789,0,0,0
10077790,2516,1295,66:34
